opd_date;vehicle_id;event_no;meters;act_dep_time;nom_dep_time;nom_end_time;act_end_time;line_id;trip_id;pattern_id;pattern_direction;trip_type;pattern_quality;block_id;passenger_data;time_grp_id;is_additional_trip
09/01/2017;1000110;1734584053;2117;24514;24000;24600;24514;130;2802707;592;;2;50;2736268;;2340134;0
09/01/2017;1000110;1734584055;2117;24607;24600;26700;26825;130;2743405;2313170;Inbound;0;100;2736268;;2313395;0
09/01/2017;1000110;1734584104;12276;26825;26700;26700;27028;130;2802708;593;;3;100;2736268;;2340136;0
09/01/2017;1000110;1734584107;12293;27059;27000;28740;29005;130;2743407;2313169;Outbound;0;100;2736268;;2313368;0
09/01/2017;1000110;1734584158;22664;29023;28740;29340;29738;130;2802709;594;;3;100;2736268;;2365240;0
09/01/2017;1000110;1734584162;22731;29883;29880;32100;32465;130;2743409;2313170;Inbound;0;100;2736268;;2313396;0
09/01/2017;1000110;1734584218;32876;32465;32100;32100;33291;130;2802710;593;;3;100;2736268;;2339318;0
09/01/2017;1000110;1734584221;32915;33314;33300;35100;34888;130;2743411;2313169;Outbound;0;100;2736268;;2313355;0
09/01/2017;1000110;1734584269;43282;34900;35100;35100;35471;130;2802711;594;;3;100;2736268;;2788687;0
09/01/2017;1000110;1734584273;43355;35712;35700;37560;37606;130;2743413;2313170;Inbound;0;100;2736268;;2313383;0
09/01/2017;1000110;1734584321;53509;37606;37560;37560;37613;130;2802712;593;;3;100;2736268;;2339326;0
09/01/2017;1000110;1734584324;53521;38093;38100;39780;39695;130;2743415;2313169;Outbound;0;100;2736268;;2313370;0
09/01/2017;1000110;1734584371;63894;39709;39900;39900;40462;130;2802790;594;;3;100;2736268;;2788690;0
09/01/2017;1000110;1734584375;63962;40490;40500;42360;42402;130;2743417;2313170;Inbound;0;100;2736268;;2313383;0
09/01/2017;1000110;1734584427;74122;42866;42360;42360;42877;130;2802791;593;;3;100;2736268;;2339326;0
09/01/2017;1000110;1734584430;74234;42877;42900;44700;44369;130;2743419;2313169;Outbound;0;100;2736268;;2313364;0
09/01/2017;1000110;1734584478;84506;44387;44700;44700;45099;130;2802792;594;;3;100;2736268;;2788693;0
09/01/2017;1000110;1734584482;84573;45296;45300;47160;47036;130;2743421;2313170;Inbound;0;100;2736268;;2313380;0
09/01/2017;1000110;1734584530;94727;47705;47160;47160;47720;130;2802793;593;;3;100;2736268;;2339329;0
