measure_id;trip_id;line_code;pattern_long_name;point_first;point_last;point_first_seq_no;point_last_seq_no;event_no;regulation_kilometres
484981385230060976;995962;185;00840001;7294;1339084;35;37;;-.644
484981385230060976;1914694;185;00840001;7294;4156;35;36;;.418
484981385230294346;1929198;123;01230001;1001405;1001396;0;29;;8.376
484981385229600679;2410243;25;025A0002;1229340;1151760;0;13;;5.827
484981385229888053;2293136;26;066A1002;1193056;1229374;11;45;;14.317
484981385229749112;1752881;26;066A0001;1229340;1229316;0;47;;20.662
484981385230127892;2434499;27;00270004;1013614;1013482;0;18;;4.931
484981385230065939;1883543;27;00271001;1051594;4440;0;4;;1.269
484981385229958752;2434497;27;00270004;1229361;1051531;41;90;;16.729
484981385230294796;2433011;27;00271001;496;1013614;48;87;;11.738
484981385230202179;2433007;27;00271001;1051594;1051636;0;13;;4.169
484981385230128085;2434017;27;00270004;1229361;1051531;41;90;;16.729
484981385230127697;1874732;27;00271001;1013655;1013614;47;87;;-12.094
484981385230066686;1874732;27;00271001;1013655;1013614;47;87;;12.094
484981385230066588;2434866;27;00270004;1013614;668;0;31;;8.987
484981385230127806;1875070;27;00271001;1013655;1013614;47;87;;12.094
484981385229959212;2433913;27;00270004;1013614;1013482;0;18;;4.931
484981385230127834;2439188;27;00271001;1051594;2360;0;12;;3.757
484981385230127264;2314404;27B;027B1007;1013514;1005758;0;16;;7.869
484981385230364220;952517;27B;027B0001;1013709;1013720;36;43;;-5.753
484981385230364220;1721865;27B;027B0001;1013709;1510369;36;42;;5.619
484981385230294455;1721865;27B;027B0001;1013613;1005714;0;25;;7.785
484981385230202042;2314165;27B;027B1007;1013514;1051611;0;45;;16.841
484981385230127590;1721857;27B;027B0001;1013613;1013720;0;43;;16.77
484981385229925092;932608;14;00140002;1005740;1086511;27;28;;-.604
484981385229925092;2523583;14;00140002;1005740;1005740;27;27;;0
484981385229590163;2788848;7;00070007;1211580;1211584;51;54;;2.669
484981385229590163;2788845;7;00070006;1211580;1211584;51;54;;2.669
484981385229590163;2800775;7;00070006;1211580;1211584;51;54;;2.669
484981385229590163;2798478;7;00070007;1211580;1211584;51;54;;2.669
484981385229590163;2798475;7;00070007;1211580;1211584;51;54;;2.669
484981385229590163;2798472;7;00070006;1211580;1211584;51;54;;2.669
484981385229590163;2798470;7;00070006;1211580;1211584;51;54;;2.669
484981385229590163;2798465;7;00070006;1211580;1211584;51;54;;2.669
484981385229590163;2799973;7;00070006;1211580;1211584;51;54;;2.669
484981385229590163;2799971;7;00070006;1211580;1211584;51;54;;2.669
484981385229590163;2799969;7;00070006;1211580;1211584;51;54;;2.669
484981385229590163;2793692;7;00070006;1211580;1211584;51;54;;2.669
484981385229590163;2793690;7;00070006;1211580;1211584;51;54;;2.669
484981385229590163;2793688;7;00070006;1211580;1211584;51;54;;2.669
484981385229590163;2793475;7;00070007;1211580;1211584;51;54;;2.669
484981385229590163;2793472;7;00070007;1211580;1211584;51;54;;2.669
484981385229590163;2793469;7;00070006;1211580;1211584;51;54;;2.669
484981385229590163;2793467;7;00070006;1211580;1211584;51;54;;2.669
484981385229590163;2793465;7;00070006;1211580;1211584;51;54;;2.669
484981385229590163;2793460;7;00070006;1211580;1211584;51;54;;2.669
484981385230294592;2800958;7;007A0002;1003871;1013487;0;12;;4.415
